,Job Title,Location,Data,Link,Job Attibutes,Job Descripts
202,Assistant Teacher (Daycare) - Sign On Bonus $250," (Natick, MA)",Dec-07,https://boston.craigslist.org/bmw/edu/d/natick-assistant-teacher-daycare-sign/6767415181.html,"
compensation: Based on experience

employment type: employee's choice

","

QR Code Link to This Post


Reports to the Program Director and works closely with the classroom teacher 

Do you love working with kids? We are looking for a kind and compassionate Childcare Teacher who has experience in caring for children from six weeks to five years old. Our goal is to enhance the live of every child by providing top quality care and education. 

This position is available at Kids Wonderland Academy (www.kidswonderlandacademy.com)

We are currently seeking full-time Assistant Teachers to join our team! Interested in getting your EEC certification? Kids Wonderland Academy is happy to help you and provide full reimbursement!

• Qualifications:

• 1+ year experience working with children
• Knowledge of child development through course work or other experience
• Strong verbal and written communication skills
• Ability to take direction and work as part of a team
• Excellent attendance and punctuality required
• Exceptional organizational skills and cleanliness
• Ability to multi-task
• Candidate must be flexible and be able to respond to change as needed

Paid time off for full-time employees - vacation and sick time
Tuition reimbursement
Health insurance
Paid holidays
Bonuses and other incentives
Childcare discount

To Apply : Please send your resume, current certifications, a cover letter, desired salary and three references
"
203,Teachers and Assistant Teachers (Daycare)," (Natick, MA)",Dec-07,https://boston.craigslist.org/bmw/edu/d/natick-teachers-and-assistant-teachers/6767295628.html,"
compensation: Based on experience

employment type: full-time

","

QR Code Link to This Post


Do you enjoy nurturing and guiding children? Is it your passion to provide quality education and care to families and children? Do love to get messy and be silly and goofy?  If so we want to meet you. We are growing and looking for Teachers and Assistant Teachers to join our team.  You will provide developmentally appropriate curriculum to Infants, Toddlers or Preschoolers in a warm and nurturing environment.   Working closely with other teachers in your group as well as throughout the program to insure that children and families individual needs are met.  You should enjoy engaging with children and families, encouraging children to explore and meet their goals and embrace the goal to be a lifelong learner. We offer competitive salaries, health insurance, vacation and sick days along with tuition reimbursement to become EEC certified or to continue your professional growth in the field.  Come join our team and be part of shaping young minds with us. 

"
204,FULL TIME TODDLER TEACHER (CHELSEA MA.), (322 broadway chelsea ma),Dec-07,https://boston.craigslist.org/gbs/edu/d/chelsea-full-time-toddler-teacher/6767228564.html,"
compensation: competitive pay and paid vacation

employment type: full-time

","

QR Code Link to This Post


Kids First Daycare and Learning Center is currently seeking an EEC P/T  Toddler certified teacher for our Toddler room.
We are seeking a person who is a team player and is dependable, caring, and nurturing and one that has a passion for teaching young children. 
You must have held your EEC certificate for at least 2 years to apply. You must also have a current CPR and first aid  certificate and an up to date physical exam. You must also posses strong communication skills and the ability to create cohesive partnership with your co-workers and parents alike. You must always conduct yourself in a professional manner as we are setting the example for our young ones.
Applicant must be able to work between the hours of 9:00 am to 6:00 pm, Monday through Friday year round. Applicant will also be required to complete a CORI/SORI/DCF and fingerprinting background record check. Please direct resume to Heidy Russo program Director at Kids First Daycare and Learning Center at the 322 Broadway Chelsea MA location.    "
205,"Teachers at Bright Horizons Newton, MA $2,000 Hiring Incentive", (Newton),Dec-07,https://boston.craigslist.org/bmw/edu/d/newton-upper-falls-teachers-at-bright/6766987393.html,"
compensation: based on Education and Experience

employment type: full-time

","

QR Code Link to This Post


Bright Horizons is Hiring Talented Teachers and Associate Teachers to join their teams. We are currently hiring for Full-Time and Part-Time positions! Apply today to be connected with a Talent Acquisition Advisor that can help answer your questions and to learn about our competitive salaries, extensive benefits, FREE College Degree Program, and career growth opportunities!!!

We are Hiring:
Infant and Toddler Teachers at Bright Horizons Newton, MA $2,000 Hiring Incentive!
Toddler and Kindergarten Prep at Bright Horizons Wellesley, MA $2,000 Hiring Incentive!

Bright Horizons - A fresh perspective on learning
In addition to being the leading provider of high quality child care and early education, Bright Horizons is the only child care company repeatedly named by FORTUNE as one of the ""100 Best Companies to Work For"". We are passionate about building an organization where you can make an impact on future generations. It begins with the educators that we hire, and by helping you grow with us. We support a well-rounded, individualized curriculum that is fully engaging and tailored to each child's developmental needs. This visionary approach helps craft enriching experiences, and empowers children to be confident and successful lifelong learners. 

What you will do as an Infant Teacher

•	Build a warm and stimulating environment that is filled with inviting sights, sounds, textures, and sensations to stimulate their mental and social growth
•	Ensure that fundamental care needs are met while engaging in one-on-one moments, play and communication 
•	Collaborate with and be supported by a talented team of early childhood professionals
•	Be an ally and partner for parents, supporting, guiding and sharing in their child's growth and development 
•	Nurture your own career aspirations and personal growth through unlimited opportunities
•	Be a positive role model for children each and every day
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as a Toddler Teacher

•	Nurture toddlers' developing skills through positivity, reinforcement and communication
•	Collaborate with and be supported by a talented team of early childhood professionals
•	Develop emergent course curriculum designed to inspire children 
•	Become an ally and partner for parents, supporting, guiding and sharing in their child's growth and development 
•	Accomplish your own career goals and achieve personal growth through unlimited opportunities
•	Impact the lives of children and families each and every day, during an important time of growth and development
•	Live  the HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as a Preschool Teacher	

•	On any given day you might find yourself building a castle with blocks, exploring STEM concepts such as gravity or velocity, or planning an herb garden alongside children 
•	Feel a sense of accomplishment as you hear the laughter and experience the wonder of children engaged in experiences you planned
•	Work with co-workers to develop creative hands-on activities and projects based on your observations of children's interests and skills
•	Communicate with parents on a daily basis, sharing their children's latest adventures, achievements, and progress through a variety of avenues, including mobile technology and personal discussions
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as an Assistant Teacher

•	Feel a sense of accomplishment as you hear the laughs and see the joy of the children participating in activities you helped plan 
•	Inspire a love of reading and books through your own passion for engaging storytelling
•	Champion self-help skills as children master dressing, feeding and toileting
•	Collaborate with co-workers to develop curriculum that brings creative ideas to life
•	Communicate openly and regularly with parents, assuring them their children are safe and learning in a developmentally appropriate way
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork


Benefits we offer 

•	Competitive salaries
•	Career path opportunities
•	Extensive health benefits
•	Comprehensive tuition reimbursement
•	Volunteer opportunities through the Bright Horizons Foundation for Children
•	401(k)
•	Commuter benefits
•	Health club discounts
•	Cell phone discounts and much more

Bright Horizons provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics.
"
206,Traveling Science Workshop Instructor, (Acton),Dec-07,https://boston.craigslist.org/bmw/edu/d/framingham-traveling-science-workshop/6766982924.html,"
compensation: Paid per workshop.

employment type: part-time

non-profit organization

","

QR Code Link to This Post


We're growing! Help us to bring fun, hands-on science to preschool, elementary and middle school classrooms in MA, RI, and NH. Our Traveling Science Workshop (TSW) teachers work with classrooms of up to 25 students at one time and serve up to five classrooms in a day. Our teachers share their expertise on a wide variety of subject matter from PreK Bubbles to Sound to Physical Changes of Matter, engaging children in meaningful science explorations that enrich classroom learning and support current curriculum.

Qualifications: Applicants must be experienced, organized, enthusiastic educators. TSW teachers work two to three days each week for three to seven hours each day depending on the school and program. Travel time to and from a school is typically 45 to 60 minutes. Applicants must also be able to pick-up/drop-off program kits at the Museum before and after each use as kits are shared with other instructors.

To Apply: Please email resume and cover letter to Jill Foster or mail to Traveling Science Workshops, Discovery Museum, 177 Main Street, Acton, MA 01720. No phone calls please.
"
207,"Teacher Bright Horizons at Lexington, MA $1500 Hiring Incentive", (Lexington),Dec-07,https://boston.craigslist.org/bmw/edu/d/belmont-teacher-bright-horizons-at/6766977547.html,"
compensation: Based on Education and Experience

employment type: full-time

","

QR Code Link to This Post


Bright Horizons is hiring Infant, Toddler, and Preschool Teachers at our location in Bedford, Lexington and Waltham

We are Hiring at the following locations:
Toddler and Preschool Teacher at Bright Horizons in Bedford, MA
Infant and Preschool Teacher at Bright Horizons in Lexington, MA ($1500 Hiring Incentive)
Infant and Toddler Teacher at Bright Horizons in Waltham, MA

Bright Horizons is Hiring Talented Teachers and Associate Teachers to join their teams. We are currently hiring for Full-Time and Part-Time positions! Apply today to be connected with a Talent Acquisition Advisor that can help answer your questions and to learn about our competitive salaries, extensive benefits, FREE College Degree Program, and career growth opportunities!!!

Bright Horizons - A fresh perspective on learning
In addition to being the leading provider of high quality child care and early education, Bright Horizons is the only child care company repeatedly named by FORTUNE as one of the ""100 Best Companies to Work For"". We are passionate about building an organization where you can make an impact on future generations. It begins with the educators that we hire, and by helping you grow with us. We support a well-rounded, individualized curriculum that is fully engaging and tailored to each child's developmental needs. This visionary approach helps craft enriching experiences, and empowers children to be confident and successful lifelong learners. 

What you will do as an Infant Teacher

•	Build a warm and stimulating environment that is filled with inviting sights, sounds, textures, and sensations to stimulate their mental and social growth
•	Ensure that fundamental care needs are met while engaging in one-on-one moments, play and communication 
•	Collaborate with and be supported by a talented team of early childhood professionals
•	Be an ally and partner for parents, supporting, guiding and sharing in their child's growth and development 
•	Nurture your own career aspirations and personal growth through unlimited opportunities
•	Be a positive role model for children each and every day
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as a Toddler Teacher

•	Nurture toddlers' developing skills through positivity, reinforcement and communication
•	Collaborate with and be supported by a talented team of early childhood professionals
•	Develop emergent course curriculum designed to inspire children 
•	Become an ally and partner for parents, supporting, guiding and sharing in their child's growth and development 
•	Accomplish your own career goals and achieve personal growth through unlimited opportunities
•	Impact the lives of children and families each and every day, during an important time of growth and development
•	Live  the HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as a Preschool Teacher	

•	On any given day you might find yourself building a castle with blocks, exploring STEM concepts such as gravity or velocity, or planning an herb garden alongside children 
•	Feel a sense of accomplishment as you hear the laughter and experience the wonder of children engaged in experiences you planned
•	Work with co-workers to develop creative hands-on activities and projects based on your observations of children's interests and skills
•	Communicate with parents on a daily basis, sharing their children's latest adventures, achievements, and progress through a variety of avenues, including mobile technology and personal discussions
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as an Assistant Teacher

•	Feel a sense of accomplishment as you hear the laughs and see the joy of the children participating in activities you helped plan 
•	Inspire a love of reading and books through your own passion for engaging storytelling
•	Champion self-help skills as children master dressing, feeding and toileting
•	Collaborate with co-workers to develop curriculum that brings creative ideas to life
•	Communicate openly and regularly with parents, assuring them their children are safe and learning in a developmentally appropriate way
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork


Benefits we offer 

•	Competitive salaries
•	Career path opportunities
•	Extensive health benefits
•	Comprehensive tuition reimbursement
•	Volunteer opportunities through the Bright Horizons Foundation for Children
•	401(k)
•	Commuter benefits
•	Health club discounts
•	Cell phone discounts and much more

Bright Horizons provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. 
nal origin, age, disability or genetics.    "
208,"Teacher at Bright Horizons $2,000 Hiring Incentive-Metrowest", (Sudbury),Dec-07,https://boston.craigslist.org/bmw/edu/d/sudbury-teacher-at-bright-horizons-2000/6766973143.html,"
compensation: 14.00-18.00

employment type: full-time

","

QR Code Link to This Post


Bright Horizons is hiring Infant, Toddler, and Preschool Teachers at our locations in the Metrowest area Marlborough, Wayland, Framingham, Natick, Sudbury, Wellesley and Newton!

We are HIRING at the following Metrowest locations:

Associate Teacher at Bright Horizons Marlborough
Preschool and Infant Teacher at Bright Horizons Wayland
Infant and Toddler Teacher & Education Coordinator at Bright Horizons Framingham
Associate Teacher and Education Coordinator at Bright Horizons in Natick
Infant, Toddler, Preschool and K Prep Teacher at Bright Horizons Sudbury ($1500 Hiring Incentive)
Infant, Toddler, and K Prep Teacher Bright Horizons at Wellesley ($2,000 Hiring Incentive)
Inafant and Toddler Teachers Bright Horizons at Newton ($2,000 Hiring Incentive)

Bright Horizons is Hiring Talented Teachers and Associate Teachers to join their teams. We are currently hiring for Full-Time and Part-Time positions! Apply today to be connected with a Talent Acquisition Advisor that can help answer your questions and to learn about our competitive salaries, extensive benefits, FREE College Degree Program, and career growth opportunities!!!

Bright Horizons - A fresh perspective on learning
In addition to being the leading provider of high quality child care and early education, Bright Horizons is the only child care company repeatedly named by FORTUNE as one of the ""100 Best Companies to Work For"". We are passionate about building an organization where you can make an impact on future generations. It begins with the educators that we hire, and by helping you grow with us. We support a well-rounded, individualized curriculum that is fully engaging and tailored to each child's developmental needs. This visionary approach helps craft enriching experiences, and empowers children to be confident and successful lifelong learners. 

What you will do as an Infant Teacher

•	Build a warm and stimulating environment that is filled with inviting sights, sounds, textures, and sensations to stimulate their mental and social growth
•	Ensure that fundamental care needs are met while engaging in one-on-one moments, play and communication 
•	Collaborate with and be supported by a talented team of early childhood professionals
•	Be an ally and partner for parents, supporting, guiding and sharing in their child's growth and development 
•	Nurture your own career aspirations and personal growth through unlimited opportunities
•	Be a positive role model for children each and every day
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as a Toddler Teacher

•	Nurture toddlers' developing skills through positivity, reinforcement and communication
•	Collaborate with and be supported by a talented team of early childhood professionals
•	Develop emergent course curriculum designed to inspire children 
•	Become an ally and partner for parents, supporting, guiding and sharing in their child's growth and development 
•	Accomplish your own career goals and achieve personal growth through unlimited opportunities
•	Impact the lives of children and families each and every day, during an important time of growth and development
•	Live  the HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as a Preschool Teacher	

•	On any given day you might find yourself building a castle with blocks, exploring STEM concepts such as gravity or velocity, or planning an herb garden alongside children 
•	Feel a sense of accomplishment as you hear the laughter and experience the wonder of children engaged in experiences you planned
•	Work with co-workers to develop creative hands-on activities and projects based on your observations of children's interests and skills
•	Communicate with parents on a daily basis, sharing their children's latest adventures, achievements, and progress through a variety of avenues, including mobile technology and personal discussions
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as an Assistant Teacher

•	Feel a sense of accomplishment as you hear the laughs and see the joy of the children participating in activities you helped plan 
•	Inspire a love of reading and books through your own passion for engaging storytelling
•	Champion self-help skills as children master dressing, feeding and toileting
•	Collaborate with co-workers to develop curriculum that brings creative ideas to life
•	Communicate openly and regularly with parents, assuring them their children are safe and learning in a developmentally appropriate way
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork


Benefits we offer 

•	Competitive salaries
•	Career path opportunities
•	Extensive health benefits
•	Comprehensive tuition reimbursement
•	Volunteer opportunities through the Bright Horizons Foundation for Children
•	401(k)
•	Commuter benefits
•	Health club discounts
•	Cell phone discounts and much more

Bright Horizons provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics.
"
209,Toddler/Preschool Teach, (Malden),Dec-07,https://boston.craigslist.org/nos/edu/d/toddler-preschool-teach/6766972306.html,"
compensation: Competive to experience

employment type: full-time

","

QR Code Link to This Post


EEC Certified teacher to work with a mixed age group of toddlers and preschool children. 
Currently, we are looking to hire a EEC-certified teacher full time, to join our team.  We are looking for someone who has experience working in a child care setting, and is well organized and passionate for early childhood development. The right candidate will be able to create and plan age appropriate developmental curriculums. You must feel comfortable doing assessments and observations. You must also be able to communicate effectively with parents about their child's day-to-day and will feel comfortable guiding young minds in all areas of development with patience and understanding. Your ability to be a team player is a must. This is a position that is between 30 and 40 hours a week. Must  be reliable, punctual and a self starter.  A understanding of the importance of early attachment is essential.  Must be dependable and professional. If you feel you will be confident and comfortable perform all of these tasks then email us with your resume and cover letter.
"
210,"Teacher Infant, Toddler, Preschool at Bright Horizons South Shore", (Braintree),Dec-07,https://boston.craigslist.org/sob/edu/d/braintree-teacher-infant-toddler/6766962746.html,"
compensation: Based on Education and Experience

employment type: full-time

","

QR Code Link to This Post


Bright Horizons is HIRING on the South Shore!!
* Infant, Toddler and Preschool Teachers in Milton! $500 Hiring Incentive
*Infant Teacher at Bright Horizons at Braintree Hill
*Toddler and Preschool Teacher at Bright Horizons in Quincy
*Associate Teacher at Bright Horizons in Hingham

Bright Horizons is Hiring Talented Teachers and Associate Teachers to join their teams. We are currently hiring for Full-Time and Part-Time positions! Apply today to be connected with a Talent Acquisition Advisor that can help answer your questions and to learn about our competitive salaries, extensive benefits, FREE College Degree Program, and career growth opportunities!!!

Bright Horizons - A fresh perspective on learning
In addition to being the leading provider of high quality child care and early education, Bright Horizons is the only child care company repeatedly named by FORTUNE as one of the ""100 Best Companies to Work For"". We are passionate about building an organization where you can make an impact on future generations. It begins with the educators that we hire, and by helping you grow with us. We support a well-rounded, individualized curriculum that is fully engaging and tailored to each child's developmental needs. This visionary approach helps craft enriching experiences, and empowers children to be confident and successful lifelong learners. 

What you will do as an Infant Teacher

•	Build a warm and stimulating environment that is filled with inviting sights, sounds, textures, and sensations to stimulate their mental and social growth
•	Ensure that fundamental care needs are met while engaging in one-on-one moments, play and communication 
•	Collaborate with and be supported by a talented team of early childhood professionals
•	Be an ally and partner for parents, supporting, guiding and sharing in their child's growth and development 
•	Nurture your own career aspirations and personal growth through unlimited opportunities
•	Be a positive role model for children each and every day
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as a Toddler Teacher

•	Nurture toddlers' developing skills through positivity, reinforcement and communication
•	Collaborate with and be supported by a talented team of early childhood professionals
•	Develop emergent course curriculum designed to inspire children 
•	Become an ally and partner for parents, supporting, guiding and sharing in their child's growth and development 
•	Accomplish your own career goals and achieve personal growth through unlimited opportunities
•	Impact the lives of children and families each and every day, during an important time of growth and development
•	Live  the HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as a Preschool Teacher	

•	On any given day you might find yourself building a castle with blocks, exploring STEM concepts such as gravity or velocity, or planning an herb garden alongside children 
•	Feel a sense of accomplishment as you hear the laughter and experience the wonder of children engaged in experiences you planned
•	Work with co-workers to develop creative hands-on activities and projects based on your observations of children's interests and skills
•	Communicate with parents on a daily basis, sharing their children's latest adventures, achievements, and progress through a variety of avenues, including mobile technology and personal discussions
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork

What you will do as an Assistant Teacher

•	Feel a sense of accomplishment as you hear the laughs and see the joy of the children participating in activities you helped plan 
•	Inspire a love of reading and books through your own passion for engaging storytelling
•	Champion self-help skills as children master dressing, feeding and toileting
•	Collaborate with co-workers to develop curriculum that brings creative ideas to life
•	Communicate openly and regularly with parents, assuring them their children are safe and learning in a developmentally appropriate way
•	Live our HEART principles of Honesty, Excellence, Accountability, Respect, and Teamwork


Benefits we offer 

•	Competitive salaries
•	Career path opportunities
•	Extensive health benefits
•	Comprehensive tuition reimbursement
•	Volunteer opportunities through the Bright Horizons Foundation for Children
•	401(k)
•	Commuter benefits
•	Health club discounts
•	Cell phone discounts and much more

Bright Horizons provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics.
"
211,Full-Time Preschool Teacher,N/A,Dec-07,https://boston.craigslist.org/gbs/edu/d/cambridge-full-time-preschool-teacher/6766871014.html,"
compensation: negotiable

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Cambridge YMCA is looking for a fun, creative, and energetic person to join our great Preschool staff. This job requires 40 hours per week Monday through Friday.

Qualifications:

*DEEC teacher qualified
*Degree in Early Education is preferred
*At least 1-3 years teaching experience with ages 2 years and 9 months to 5 years old
*Strong oral and written communication skills
*Experience working in a team teaching setting while designing developmentally appropriate curriculum for Preschool children
*All candidates should be able to lift up to 40 pounds if needed, and be able to move quickly to facilitate a busy Preschool classroom
*CPR and First Aid certified
*Able to be flexible with work hours and be a team player

Great benefits and working environment!
Salary is negotiable

Please send resume and cover letter by responding to this post.

Job Type: Full-time    "
212,Nannies Needed in Greater Boston Area!!," (Boston, Middlesex & Norfolk Counties)",Dec-06,https://boston.craigslist.org/gbs/edu/d/boston-nannies-needed-in-greater-boston/6766698282.html,"
compensation: TBD

employment type: part-time

","

QR Code Link to This Post


MONTHLY INCENTIVES AVAILABLE!
Do you want to work in a rewarding position where you can make a difference while maintaining a flexible schedule?   At Bright Horizons, you can.
As a NANNY in the In Home Caregiver Program at Bright Horizons®, you will provide in-home child care services for families when they need you most. You will have the opportunity to enjoy the rewards of working with & teaching young children, while embracing a flexible work schedule that meets your personal and professional needs.
The In Home Caregiver Program is a component of our Back-Up Care Advantage program which provides essential back-up child care for families when standard care options fall through. In this role, you'll have the opportunity to gain experience working in all age groups in diverse environments. The In Home Caregiver/Nanny position is an hourly, on call as-needed position. 
Position Highlights:
FLEXIBLE SCHEDULING & Opportunity to create your own work schedule
Currently Hiring 7:30am - 6pm shift, 2 - 3 days/week 
Competitive pay
Variety of locations available for work within all of Boston, Middlesex County, North Shore or South Shore areas
Potential for FULL-TIME WORK AVAILABLE
Requirements:
Must be at least 18 years of age
High School Diploma/GED required
Must have prior experience working with young children
Must have Reliable Transportation and Reliable Cell Phone
Click here to APPLY https://jobs.brighthorizons.com/ Search under Category ""Teaching"" in MA and narrow the search under Job Title ""Nanny"". 
*Scheduling of hours/cases is dependent on specific client/family requests for in-home care.   Locations within Boston or surrounding areas will vary depending on where clients live. 
Bright Horizons is an Equal Employment Opportunity/Affirmative Action Employer committed to diversity in our workplace."
213,Apprentice to Center Director/Owner, (Holbrook),Dec-06,https://boston.craigslist.org/sob/edu/d/holbrook-apprentice-to-center-director/6766693953.html,"
compensation: Salaried position base on education and experience

employment type: full-time

","

QR Code Link to This Post


Emerging Academy is looking for an apprentice who is looking for a challenge in the child care field.
A passionate candidate who isn't afraid of wearing several different hats during the day. Someone who has leadership skills; a born-leader!! 
Must have a degree in the field and a D I or D II EEC certification.

This candidate would be working side by side with the director/owner while learning the day to day on how to run a successful center/business.
"
214,EEC certified part time lead teacher," (everett, ma)",Dec-06,https://boston.craigslist.org/nwb/edu/d/everett-eec-certified-part-time-lead/6766438390.html,"
compensation: 15.00/ per hour

employment type: part-time

","

QR Code Link to This Post


M&M Learning Center is now hiring a lead teacher or assistant teacher. Looking for an individual who is passionate about working with young children. This job is a great fit for mothers and college students. If this fits you, please send your resume with a cover letter. M&M Learning Center can't wait to hear from candidates!

Qualification:
-EEC certified





"
215,Teaching Assistant - Part Time #2416," (Needham, MA)",Dec-06,https://boston.craigslist.org/gbs/edu/d/needham-teaching-assistant-part-time/6766343447.html,"
compensation: Competitive

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Great opportunity to join a unique, innovative therapeutic school program that enables students to develop confidence and success in academic achievement and social situations. 

The Riverside School aims to provide student-centered educational experiences that foster a culture of mutual respect and appreciation for learning. 

Our services support opportunities for leadership within the school, home and larger community, allowing youth to develop self-esteem and to graduate within a timeframe commensurate with their peers.

The Teaching Assistant will:
        work as part of a team to provide direct supports, social skill groups, tutorial services, guidance, education, advocacy and supervision for students
        support the human rights of individuals through the development of self-worth, empowering individuals to become the primary decision makers in their lives
        offer listening and counseling presence for individuals with questions/concerns

The Riverside School is a 12-month school with 6 weeks of scheduled vacation.

Schedule: Monday and Wednesday 8 a.m. - 3 p.m. Tuesday, Thursday and Friday 9 a.m. - 3 p.m. (32 hours per week)

Occasional evenings required to attend parent advisory board meetings, open house events and other community building events. 

Required Skills

        Must have excellent communication, interpersonal and organizational skills
        Ability to work as a member of a team and to function independently
        Basic computer fluency, including Microsoft Office, required
        Valid driver's license and reliable personal vehicle required for local travel

Required Experience

        Bachelor's Degree required
        Previous experience working with individuals with special needs preferred

The Riverside School and Life Skills Program (Riverside Community Care) does not discriminate on the basis of race, color, national origin, disability, sex, or age in treatment or employment at Riverside, admission or access to Riverside, or any other aspect of the educational programs and activities that Riverside operates. Riverside is required by Section 504 of the Rehabilitation Act of 1973 (Section 504), Title IX of the Education Amendments of 1972 (Title IX), the Age Discrimination Act of 1975 (Age Act), and their respective implementing regulations at 34 C.F.R. Parts 104, 106 and 110, not to discriminate in such a manner. The following persons have been designated to handle inquiries regarding these non-discrimination policies:
•Section 504 Coordinator(s): Monica Garlick, (781) 320-5383, 270 Bridge Street Suite 301 Dedham, MA 02026
•Title IX Coordinator(s): Paulo Fulton, (781) 320-5312, 270 Bridge Street Suite 301 Dedham, MA 02026
•Age Act Coordinator(s): Monica Garlick, (781) 320-5383, 270 Bridge Street Suite 301 Dedham, MA 02026




For immediate consideration, please apply today!
https://riversidecc-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobinfo&jobid=2416&source=ONLINE&JobOwner=992277&company_id=16709&version=1&byBusinessUnit=NULL&bycountry=0&bystate=0&byRegion=NULL&bylocation=NULL&keywords=&byCat=36330&proximityCountry=&postalCode=&radiusDistance=&isKilometers=&tosearch=yes&city=
"
216,Home-Based ABA Educator/Caregiver for a 22 Year Old with Special Needs," (Belmont, MA)",Dec-06,https://boston.craigslist.org/gbs/edu/d/belmont-home-based-aba-educator/6766317386.html,"
compensation: $25-$35 per hour (commensurate with experience) for daytime and evening hours, and stipend for overnight asleep

employment type: part-time

","

QR Code Link to This Post


Job Description:

Home based, after school educator/caregiver/team member for a 22 year-old woman with intellectual disability and epilepsy, located in Belmont, MA.

Needed for various afternoons/evenings as well as 1 weekend per month (Friday p.m. through Sunday a.m.), with potential to pick up additional hours. 

$25-$35 an hour (commensurate with experience) for daytime and evening hours, and stipend for overnight asleep - minimal commute - Part-time


Job Responsibilities:
•	Provide assistance with basic daily routines (dressing, grooming, personal hygiene)
•	Administer daily medications
•	Plan and initiate extra curricular activities and carry out learning objectives
•	Assist in bedtime routine
•	When working overnights, need to be comfortable administering seizure medications, when needed
•	Be goal-oriented and maintain professionalism in all aspects of your work

Job Requirements:
•	Bachelor's Degree in related field preferred
•	Working experience with people with developmental disabilities
•	Personal means of transportation with a reliable vehicle
•	Can make a 2 year commitment to the family
•	Have ABA experience
•	Comfortable with a person having seizures
•	Dedicated and reliable
•	Passionate about helping people with disabilities


"
217,$106-116/hr. GMAT / GRE / LSAT Instructors & Tutors,N/A,Dec-06,https://boston.craigslist.org/gbs/edu/d/hr-gmat-gre-lsat-instructors-tutors/6766235899.html,"
compensation: $106-116/hr.

employment type: part-time

","

QR Code Link to This Post


Manhattan Prep is seeking expert teachers in Boston instruct full classes and tutor students one-on-one. Teaching and tutoring take place primarily during evenings and weekends. This is a part-time position: many of our instructors maintain full-time positions, engage in entrepreneurial endeavors, or pursue advanced degrees while teaching for Manhattan Prep.

Compensation:
The pay is $106 per hour for all classroom teaching and $116 per hour for private tutoring -- up to four times the industry standard. Instructors can expect to teach up to 20 hours per week, depending on personal preference and seasonal demand.

What we're looking for:
Manhattan Prep is committed to a philosophy of student-centered, transformational teaching - we believe test prep can be the best educational experience of a student's life. As such, we are looking for instructors with the following:
-Empathic listening: the desire to curiously dive into students' thought processes.
-Flexible problem solving: teachers who customize their approach for each student or class.
-Dynamic leadership: the social and emotional skills to keep a class feeling engaged and supported.
-Cognitive empathy: the ability to understand how a specific student is thinking.
-Genuine care for each student's success.
-Content mastery of the material on the exam.
-An infectious enthusiasm for learning and test prep.

Required qualifications:
- Score qualification. 99th percentile score on an official test: GMAT 760+, GRE 334+, LSAT 172+.(You can apply with a 95th percentile score, but will have to score qualify before completing the audition process.) 
- Teaching and/or tutoring experience.
-Bachelor's degree or international equivalent. 

All Manhattan Prep instructors must:
- Sign a non-compete agreement.
- Make a minimum 12-month commitment.

How to Apply:
Upload your resume, cover letter, and score report at the appropriate link below.
-GMAT: https://www.manhattanprep.com/gmat/jobs/instructor_post.cfm
-GRE: https://www.manhattanprep.com/gre/jobs/resume_post.cfm
-LSAT: https://www.manhattanprep.com/lsat/jobs/

About Manhattan Prep:
Manhattan Prep is a high-end, test-prep company serving college students and young professionals studying for the GMAT (business school), LSAT (law school), and GRE (master's and PhD programs). We are the leading provider of GMAT prep in the world. To learn more about Manhattan Prep visit: https://www.manhattanprep.com "
